iter	Logloss
222	0.4913013177
223	0.4912467364
224	0.4911909458
225	0.4911907967
226	0.491156625
227	0.4910977887
228	0.4910598569
229	0.4910580601
230	0.4909440891
231	0.4909222284
232	0.4908973988
233	0.4908960782
234	0.4908943887
235	0.490892205
236	0.4908288445
237	0.4907230587
238	0.4906734765
239	0.4906422305
240	0.490596487
241	0.4905440814
242	0.4904912182
243	0.4904453674
244	0.490423826
245	0.4903937704
246	0.4903288258
247	0.490272293
248	0.4902142191
249	0.4902122642
250	0.4902065157
251	0.4901861389
252	0.4901648943
253	0.4901201559
254	0.4901041351
255	0.4900700014
256	0.4900384621
257	0.4899736219
258	0.4899225213
259	0.4899156521
260	0.4898767325
261	0.4898491054
262	0.4897510611
263	0.4897096251
264	0.4897012537
265	0.4896748559
266	0.4896726148
267	0.4896647767
268	0.489663292
269	0.4896616277
270	0.4896029538
271	0.4896010888
272	0.4895996645
273	0.4895560807
274	0.4895535882
275	0.4895531765
276	0.4895503162
277	0.4895367457
278	0.4895004238
279	0.4894824245
280	0.4894813987
281	0.4894704057
282	0.489454393
283	0.4894543815
284	0.4894518951
285	0.4893666214
286	0.48932785
287	0.4893167228
288	0.4893164248
289	0.4893161534
290	0.4892714363
291	0.4892192153
292	0.4892189449
293	0.489155136
294	0.4891113827
295	0.4891080532
296	0.489023233
297	0.489022095
298	0.488923565
299	0.4888555663
300	0.4888545738
301	0.488844276
302	0.4887936842
303	0.4887461018
304	0.4887133446
305	0.488708789
306	0.4886975818
307	0.4886675623
308	0.4886586908
309	0.4886152455
310	0.4885729932
311	0.4885258874
312	0.4884768001
313	0.4884764324
314	0.4883807001
315	0.4883757606
316	0.4883249944
317	0.4883247386
318	0.4883236564
319	0.4883229617
320	0.4882929989
321	0.4882927865
322	0.4882854084
323	0.4882852836
324	0.488224749
325	0.488214454
326	0.4881318246
327	0.4881316561
328	0.4881301233
329	0.4881203508
330	0.4881113296
331	0.4881111348
332	0.4880797246
333	0.4880615136
334	0.4880243427
335	0.4879947251
336	0.4879856577
337	0.4879455942
338	0.4879052321
339	0.4878226902
340	0.4878226213
341	0.4877614952
342	0.4877613972
343	0.4877536944
344	0.4877488432
345	0.4877180653
346	0.48769016
347	0.4876248814
348	0.487602047
349	0.4876007443
350	0.4875940374
351	0.4875771101
352	0.4875504097
353	0.4874253164
354	0.4872887933
355	0.4872142051
356	0.4872107587
357	0.4871834433
358	0.487181186
359	0.4871806321
360	0.4871083578
361	0.4871062193
362	0.4870775998
363	0.4870656991
364	0.4869945783
365	0.4869359401
366	0.4869171003
367	0.4868854504
368	0.4868539826
369	0.4868529908
370	0.4868451934
371	0.486777253
372	0.4867652873
373	0.4867639786
374	0.4867623307
375	0.4867369669
376	0.4867302968
377	0.4867025223
378	0.486695352
379	0.4866924827
380	0.4866863537
381	0.4866259303
382	0.4866258285
383	0.4866153866
384	0.4866112851
385	0.4866077444
386	0.486579139
387	0.4865778858
388	0.4865029948
389	0.4864835602
390	0.4864610491
391	0.4864601171
392	0.4864593993
393	0.486445401
394	0.4863407207
395	0.486332945
396	0.486330648
397	0.4863289693
398	0.4863288467
399	0.4862940138
400	0.4862305977
401	0.4861915563
402	0.4861913978
403	0.4861913559
404	0.4861882295
405	0.4861814439
406	0.4860792945
407	0.4860530223
408	0.4860500788
409	0.4860500653
410	0.4859593994
411	0.4858949343
412	0.4858166263
413	0.4858155834
414	0.4857414376
415	0.4857414202
416	0.4857352109
417	0.4857292059
418	0.4857249154
419	0.4857229363
420	0.4857226169
421	0.4856663842
422	0.4856656217
423	0.4856343172
424	0.4856259
425	0.4856121955
426	0.485611293
427	0.4856092014
428	0.4856086315
429	0.4854929575
430	0.4854514286
431	0.4854512652
432	0.4854510278
433	0.4854499946
434	0.485435758
435	0.4854305187
436	0.4854089067
437	0.4854064878
438	0.4853895835
439	0.4853878011
440	0.4853852601
441	0.4853810128
442	0.4853188023
443	0.4853064958
444	0.485306334
445	0.485302357
446	0.4853023487
447	0.4852967284
448	0.4852940787
449	0.4852701988
450	0.4852568079
451	0.4852513778
452	0.4851409967
453	0.4851299096
454	0.4850895191
455	0.4850754305
456	0.485056038
457	0.4850559259
458	0.4850489354
459	0.4850430085
460	0.4850077162
461	0.4849867268
462	0.4849766288
463	0.4849766166
464	0.4849764349
465	0.484966857
466	0.4849663701
467	0.4849662483
468	0.4849617546
469	0.4849613631
470	0.4849588947
471	0.4849492419
472	0.4849422707
473	0.4849183138
474	0.4849136811
475	0.4849131652
476	0.484908601
477	0.4847404506
478	0.4847400107
479	0.4847398818
480	0.4847376626
481	0.4847271584
482	0.4846847861
483	0.4846139034
484	0.4846137725
485	0.4845972612
486	0.48457067
487	0.4844977475
488	0.4843682751
489	0.4843653117
490	0.4843235537
491	0.4843197943
492	0.4843196624
493	0.4842807286
494	0.4842795756
495	0.4842515364
496	0.4842304842
497	0.4842294724
498	0.4842128728
499	0.4842111177
500	0.4842082573
501	0.4841177777
502	0.4840511725
503	0.4840154538
504	0.4840112123
505	0.4840111998
506	0.4839729345
507	0.4839545864
508	0.4839362062
509	0.483936083
510	0.4839281815
511	0.4839202168
512	0.4839196876
513	0.4839195027
514	0.4838631776
515	0.4838617379
516	0.4838449695
517	0.4838441726
518	0.4838427872
519	0.4838112117
520	0.4838093214
521	0.4838052773
522	0.4838052663
523	0.4838023018
524	0.483794185
525	0.4837918626
526	0.4837237505
527	0.4836915669
528	0.483691554
529	0.4836915283
530	0.483681595
531	0.4836813261
532	0.4836395291
533	0.4836394133
534	0.4835893219
535	0.4835881468
536	0.4835833279
537	0.4835774082
538	0.4835284922
539	0.4835255091
540	0.4835226711
541	0.4835208739
542	0.4835156529
543	0.4835114293
544	0.4835111488
545	0.4835096974
546	0.4835074554
547	0.4834779528
548	0.4834764226
549	0.4834716851
550	0.4834563904
551	0.4834563463
552	0.4834087887
553	0.4834074128
554	0.4833968528
555	0.483332112
556	0.4833304106
557	0.4833294302
558	0.483291594
559	0.4832906766
560	0.483286431
561	0.483277196
562	0.4832712963
563	0.4832212726
564	0.4831878625
565	0.483186937
566	0.4831831034
567	0.4831796496
568	0.4831756806
569	0.4831752382
570	0.4831750303
571	0.4831721395
572	0.4831720491
573	0.4831542803
574	0.4831540853
575	0.4831090968
576	0.4831007876
577	0.483083718
578	0.4830130343
579	0.4830096107
580	0.4830094039
581	0.4830052897
582	0.4829990784
583	0.4829985419
584	0.4829917601
585	0.4829911833
586	0.4829832245
587	0.4829821822
588	0.482940184
589	0.4829343919
590	0.4829328885
591	0.4829327095
592	0.4829305301
593	0.4829252053
594	0.4829243476
595	0.4829159993
596	0.4828844315
597	0.4828813583
598	0.4828805884
599	0.4828253917
600	0.4828211749
601	0.4828203654
602	0.4828196369
603	0.4828188618
604	0.4828138051
605	0.4827850728
606	0.4827173668
607	0.4826902848
608	0.4826892112
609	0.4826877548
610	0.4826863474
611	0.4826861792
612	0.4826817309
613	0.4826763774
614	0.4826756528
615	0.4826215709
616	0.4825812145
617	0.4825449514
618	0.4825414464
619	0.4825400587
620	0.4825393616
621	0.4824887718
622	0.4824753877
623	0.4824729379
624	0.4824718992
625	0.4824716637
626	0.4824709493
627	0.4824528717
628	0.4824528381
629	0.4824516446
630	0.4824458365
631	0.482443867
632	0.4824423122
633	0.482439517
634	0.4824237466
635	0.4824221096
636	0.482413469
637	0.4824109552
638	0.4823846445
639	0.4823831225
640	0.482381234
641	0.4823778163
642	0.4823653012
643	0.4823634515
644	0.4823633804
645	0.4823633554
646	0.4823632845
647	0.4823615759
648	0.4823597701
649	0.4823589214
650	0.4823363209
651	0.4822907992
652	0.4822288109
653	0.4822281969
654	0.4822206768
655	0.482216623
656	0.4822165218
657	0.4822003736
658	0.4821991509
659	0.4821986065
660	0.4821985949
661	0.4821983672
662	0.482168622
663	0.4821685532
664	0.4821685448
665	0.4821682986
666	0.48216323
667	0.4821444187
668	0.4821281736
669	0.482126507
670	0.4821220156
671	0.4821181218
672	0.4820695012
673	0.4820208177
674	0.4820204804
675	0.4820185533
676	0.4820172554
677	0.481999748
678	0.4819638434
679	0.4819237824
680	0.4819228286
681	0.4819225895
682	0.4819017929
683	0.4818996488
684	0.4818590165
685	0.4818153384
686	0.481812471
687	0.4818062222
688	0.4817486852
689	0.48174864
690	0.4817376074
691	0.4817375327
692	0.4817314058
693	0.4817304568
694	0.4817276762
695	0.4817069938
696	0.4816782251
697	0.4816767956
698	0.4816343219
699	0.4816336835
700	0.4816309491
701	0.4816280641
702	0.4816275824
703	0.4815997764
704	0.4815997214
705	0.4815974679
706	0.4815943207
707	0.4815902338
708	0.4815901074
709	0.4815870459
710	0.4815860064
711	0.4815616761
712	0.4815405381
713	0.481501244
714	0.481498605
715	0.4814979793
716	0.481497101
717	0.4814817043
718	0.4814224565
719	0.4814161523
720	0.4813585083
721	0.4813266985
722	0.481297731
723	0.4812975841
724	0.48128033
725	0.4812802978
726	0.4812796826
727	0.4812793931
728	0.4812745348
729	0.4812730339
730	0.481250056
731	0.4812343672
732	0.48123146
733	0.4812089999
734	0.4812078542
735	0.4811864226
736	0.4811829494
737	0.4811779622
738	0.4811739886
739	0.4811119751
740	0.4811029482
741	0.4810839571
742	0.4810804706
743	0.4810782279
744	0.481069256
745	0.4810621058
746	0.4810461365
747	0.4810442441
748	0.4810406441
749	0.4810339669
750	0.481033893
751	0.4810321143
752	0.4809870756
753	0.4809816171
754	0.4809762678
755	0.4809751922
756	0.4809738373
757	0.4809624366
758	0.4809623613
759	0.4809622818
760	0.4809411394
761	0.4809210857
762	0.4809205117
763	0.4809204362
764	0.4809192596
765	0.4809080471
766	0.4809000521
767	0.4809000466
768	0.4808999461
769	0.4808880572
770	0.4808865139
771	0.480885073
772	0.4808526266
773	0.4808512204
774	0.4808511778
775	0.4808264942
776	0.480826196
777	0.4808155595
778	0.4808155189
779	0.4808141838
780	0.4807918222
781	0.4807864185
782	0.4807863852
783	0.4807791477
784	0.480755922
785	0.4807558373
786	0.4807533363
787	0.480707219
788	0.4807071238
789	0.480707088
790	0.4807070751
791	0.4806873403
792	0.4806769325
793	0.4806382513
794	0.4806221521
795	0.4806221432
796	0.4806189803
797	0.480575179
798	0.4805740613
799	0.4805739712
800	0.4805707691
801	0.4805505361
802	0.480548471
803	0.4805465104
804	0.4805429429
805	0.480541228
806	0.4805318699
807	0.4805279535
808	0.4805202152
809	0.480520187
810	0.480517996
811	0.4805142686
812	0.4805136908
813	0.480498208
814	0.4804959724
815	0.4804832888
816	0.4804585589
817	0.4804585373
818	0.4804585167
819	0.4804548534
820	0.48045403
821	0.4804508955
822	0.4804473288
823	0.4804414009
824	0.4804341133
825	0.4804192033
826	0.4804170516
827	0.4804163223
828	0.480407828
829	0.4804037967
830	0.4803989839
831	0.4803964146
832	0.4803935626
833	0.4803933003
834	0.480304744
835	0.4802910129
836	0.4802882704
837	0.4802836569
838	0.4802835669
839	0.4802835551
840	0.4802702956
841	0.4802677236
842	0.4802627418
843	0.4802510973
844	0.4802508819
845	0.4802491111
846	0.4802483065
847	0.4802475688
848	0.4802474019
849	0.4802473824
850	0.4802472929
851	0.4802466879
852	0.4802456222
853	0.4802450808
854	0.4801631238
855	0.4801614927
856	0.4801614718
857	0.4801612818
858	0.4801063366
859	0.4801056102
860	0.4801040681
861	0.4801040339
862	0.4800791558
863	0.4800714502
864	0.4800650319
865	0.4800639678
866	0.4800544948
867	0.4800492253
868	0.4800487493
869	0.4800329339
870	0.4800321944
871	0.4800318591
872	0.4800206797
873	0.4800185219
874	0.4800052532
875	0.4800046192
876	0.4799990018
877	0.4799983862
878	0.4799983768
879	0.4799977976
880	0.4799967578
881	0.4799943465
882	0.47999289
883	0.4799802869
884	0.4799802419
885	0.4799782875
886	0.4799777154
887	0.4799744304
888	0.4799738429
889	0.4799487832
890	0.4799397815
891	0.479939491
892	0.479927851
893	0.4799206085
894	0.4799205626
895	0.4799177919
896	0.4799168959
897	0.4799163622
898	0.4799078343
899	0.4799027892
900	0.479891933
901	0.4798911647
902	0.4798482661
903	0.4798458847
904	0.4798454318
905	0.47983812
906	0.4798381175
907	0.4798150039
908	0.4798035125
909	0.4798027235
910	0.4798027226
911	0.4797756562
912	0.4797595753
913	0.4797556046
914	0.4797505992
915	0.4797493349
916	0.4797471563
917	0.4797466739
918	0.47972328
919	0.4797196833
920	0.4796733594
921	0.4796577062
922	0.479657347
923	0.479629794
924	0.4796254546
925	0.4796104042
926	0.4796100464
927	0.4796047339
928	0.4796044369
929	0.4796043627
930	0.4796035178
931	0.4796012846
932	0.4795859519
933	0.4795808749
934	0.4795801735
935	0.4795801432
936	0.479577391
937	0.4795768752
938	0.4795763855
939	0.4795747746
940	0.4795729082
941	0.4795728391
942	0.4795723372
943	0.4795722994
944	0.4795483263
945	0.4795479865
946	0.4795175613
947	0.4795175601
948	0.479516924
949	0.479516923
950	0.4795166929
951	0.4795166221
952	0.4795054941
953	0.4794527884
954	0.4794521144
955	0.4794517126
956	0.4794512146
957	0.4794504526
958	0.4794503656
959	0.479450299
960	0.4794371472
961	0.479437142
962	0.479437141
963	0.47943714
964	0.4794304848
965	0.4794264672
966	0.4794245322
967	0.4794225862
968	0.4793919557
969	0.479391955
970	0.4793919543
971	0.479391821
972	0.4793899598
973	0.4793894111
974	0.4793825523
975	0.4793777653
976	0.4793774954
977	0.4793747404
978	0.4793604506
979	0.4793498694
980	0.4793416894
981	0.4793416878
982	0.4793414727
983	0.4793408622
984	0.4793398405
985	0.4793397895
986	0.4793396682
987	0.4793337769
988	0.4793335392
989	0.4793284696
990	0.4793236684
991	0.479323663
992	0.4793235407
993	0.4793230972
994	0.4793198756
995	0.4793190864
996	0.4793188925
997	0.479315986
998	0.4793159648
999	0.4793159378
